,Datetime,Tweet Id,Text,Username,User Location,Reply Count,Retweet Count,Like Count,Quote Count
0,2021-03-15 19:13:12+00:00,1371539998785335298,#HealthyFood,scottregionsco1,"Monticello, MS",0,0,0,0
1,2021-01-03 19:13:51+00:00,1345810623175811074,#HealthyFood,scottregionsco1,"Monticello, MS",0,0,0,0
2,2020-10-07 10:06:56+00:00,1313782857811349505,Visit us to get your healthy meal replacement shake and energy tea #HealthyFood #energy #copiahutrition #wesson #ms https://t.co/GLWDGS2GLU,CopiahNutrition,"Wesson, MS",0,0,0,0
3,2020-05-21 20:40:46+00:00,1263570453194575873,"A day in Mississippi with the family💕❤🌟💫✨ #Solid 💯🤞✊
MSTDLLC #MomBoss #ChasingTheVision #MooreKlan #CookingDaily #WeDeliver #WeCater #BakedGoods #Sweets #SoulFood #HealthyFood #YummyFood #TheChoiceIsYours… https://t.co/i1gT71ETxu",99BossChick99,God's Kingdom,0,0,0,0
4,2020-03-18 00:57:22+00:00,1240079816008884232,"Let’s #Fellowship and get past 2020 wit Beating  #MS and    #Coronavirus  #healthyfood Breathe and Eat!!..  #MsSurvivor @ Madison, Mississippi https://t.co/y6242DzRuH",zacrossthem,"jackson,MS",0,0,0,0
5,2019-07-09 14:47:14+00:00,1148604530373869568,"Vitamin D is the only vitamin humans can acquire without food — albeit with a catch. https://t.co/CrMmHlVfWK

#vitamins #vitaminD #HealthyFood #Health #sunshine #HealthyEating #healthylifestyle #mushrooms #fitnessmodels",LaBoomer68,God's Country,0,0,0,0
6,2019-07-07 13:04:52+00:00,1147853991201648641,"23 Delicious Ways to Eat an Avocado https://t.co/3J7ZS60OHS

#diet #NutritionMonth #nutrition #Food #HealthyFood #Health #avocadotoast",LaBoomer68,God's Country,0,0,1,0
7,2019-07-06 18:04:14+00:00,1147566940396933126,"Creamy chicken with gnocchi, corn and spinach.  #healthyrecipes #HealthyFood https://t.co/phkqLKCo18",LannyMixon,"Perry County, MS",0,0,3,0
8,2019-04-04 16:59:15+00:00,1113848516013645824,"I had some fun in Kroger this morning learning a few budget-friendly, healthy eating tips from the wonderful @RebeccaTurnerRD! 🍽🍎🍊🍅🥦🛒🥕🥒 Stay tuned for the story coming your way next week! ☺️
.
.
.
#healthyfood #budgetfriendlymeals #nutrition #jacksonms #FocusedOnFitness https://t.co/DCOjusHpXI",AsToldBy_Kell,"Jackson, MS",1,1,3,0
9,2019-03-27 17:36:55+00:00,1110958891741917184,"We LOVE Brussels Sprouts and could eat them at every meal! 

#brusselssprouts #HealthyFood #eatyourveggies #vegetables #eatgreen #healthylifestyle #grilled #baked #cracked #Foodies #foodbloggers #foodwriter #foodphotography #WednesdayWisdom 

https://t.co/TrHqgLjTbK",BackroadsStaff,"Columbia, MS",0,0,1,0
10,2018-10-16 14:17:44+00:00,1052201932306227200,"Transformation Tuesday

Come get healthy @epicdanceandfit 
#transformationtuesday #newbody #healthylifestyle #epicdanceandfitness #beepic #healthyfood #heathlife #heathymom @ Epic Dance… https://t.co/GXmt2W2U25",epicdanceandfit,"Ridgeland, MS",0,0,1,0
11,2018-10-10 05:59:55+00:00,1049902324863442945,This salad bar is amazing #healthyfood #hospitalfood  #morrison @ University of Mississippi Medical Center https://t.co/LUpkVmRkif,meadia,"Jackson,Mississippi Worldwide ",0,0,0,0
12,2018-09-11 21:28:22+00:00,1039626728937803779,"Come get healthy @epicdanceandfit 
#transformationtuesday #newbody #healthylifestyle #epicdanceandfitness #beepic #healthyfood #heathlife #heathymom @epicdanceandfit @ Epic Dance and… https://t.co/mnxH1oO3CS",epicdanceandfit,"Ridgeland, MS",0,0,0,0
13,2018-08-17 13:24:33+00:00,1030445277185040386,#newbody #healthylifestyle #epicdanceandfitness #beepic #healthyfood #heathlife #heathymom @epicdanceandfit @ Epic Dance and Fitness Inc https://t.co/LaXwOC3Koo,epicdanceandfit,"Ridgeland, MS",0,0,0,0
14,2018-08-02 15:26:20+00:00,1025040108247019520,#moreprotein #postworkoutmeal @egglandsbest #omlette #pulledporkomlette #pulledpork #organic #mylife #healthyfood #goodeats #foodporn #foodpornography #eatright @ Patrick Farms https://t.co/V7HdskUO9n,SigChiPsi,"ÜT: 31.608732,-94.600016",0,0,0,0
15,2018-07-31 21:13:26+00:00,1024402681547423749,"Come get healthy @epicdanceandfit 
#transformationtuesday #newbody #healthylifestyle #epicdanceandfitness #beepic #healthyfood #heathlife #heathymom @epicdanceandfit @ Epic Dance and… https://t.co/2UIQHpovd5",epicdanceandfit,"Ridgeland, MS",0,0,0,0
16,2018-07-30 16:13:01+00:00,1023964692509798400,barnana #plantainchips #seasaltandvinegar #goodstuff #healthyfood #foodpornography #foodporn #nongmo #organic #gorillagear #bananachips #goodeats @ Patrick Farms https://t.co/JOAoDGKlLu,SigChiPsi,"ÜT: 31.608732,-94.600016",0,0,1,0
17,2018-07-27 18:16:05+00:00,1022908499926216704,"#mybag #mycart #whatibuy @kroger @monsterenergy @Horizon_Organic #grassfed @gevalia #krave @epicbar #thegoodstuff #goodeats #foodpornography #foodporn #healthyfood #mylife @ Brandon,… https://t.co/zEgUqUixTf",SigChiPsi,"ÜT: 31.608732,-94.600016",0,0,1,0
18,2018-07-20 02:35:18+00:00,1020135026783113221,#midrun #snack barnana #coconut #banana #bites #organic #organiccoconutchewybananabites #nongmo #postrunsnack @epicbar #chickensriracha #jerkey #protein #healthyfood #foodporn… https://t.co/O9gf4kcPHm,SigChiPsi,"ÜT: 31.608732,-94.600016",0,0,0,0
